Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
female,52,155.0,58.0,21.0,108.0,40.5,143.0
male,36,193.0,97.0,15.0,104.0,40.6,95.0
female,55,183.0,82.0,27.0,109.0,40.7,179.0
female,50,173.0,72.0,8.0,89.0,39.7,36.0
female,32,163.0,65.0,6.0,80.0,39.5,20.0
female,66,164.0,58.0,24.0,107.0,40.5,166.0
male,64,190.0,91.0,11.0,89.0,39.9,58.0
male,25,162.0,63.0,25.0,106.0,40.4,135.0
female,56,154.0,55.0,17.0,94.0,40.2,92.0
female,25,171.0,66.0,9.0,86.0,40.3,35.0
female,39,168.0,62.0,16.0,91.0,40.4,75.0
female,47,164.0,64.0,18.0,110.0,40.2,123.0
male,22,155.0,60.0,6.0,92.0,39.3,18.0
female,25,177.0,75.0,29.0,105.0,41.3,167.0
female,76,173.0,68.0,11.0,101.0,39.9,70.0
female,61,175.0,74.0,4.0,90.0,38.9,19.0
female,68,150.0,56.0,16.0,92.0,40.3,86.0
male,70,192.0,93.0,29.0,114.0,40.8,273.0
male,51,182.0,85.0,16.0,93.0,40.5,82.0
male,69,189.0,92.0,18.0,99.0,40.3,127.0
female,28,163.0,58.0,7.0,82.0,39.5,25.0
female,32,165.0,63.0,10.0,95.0,40.3,50.0
female,51,168.0,63.0,20.0,103.0,40.7,123.0
male,76,190.0,94.0,7.0,90.0,39.0,43.0
male,67,185.0,91.0,17.0,97.0,40.4,113.0
female,47,154.0,57.0,11.0,96.0,39.8,60.0
female,43,162.0,60.0,30.0,99.0,40.8,169.0
male,74,193.0,97.0,11.0,95.0,39.9,75.0
male,26,155.0,61.0,23.0,105.0,40.6,120.0
male,71,189.0,90.0,7.0,93.0,39.7,44.0
male,68,190.0,95.0,15.0,94.0,40.2,95.0
female,62,171.0,71.0,9.0,90.0,39.6,44.0
male,65,182.0,89.0,5.0,87.0,39.1,25.0
female,62,167.0,67.0,6.0,87.0,39.6,28.0
female,29,169.0,64.0,12.0,92.0,39.6,55.0
female,65,151.0,51.0,9.0,79.0,39.8,36.0
male,20,181.0,87.0,30.0,110.0,40.9,188.0
female,55,162.0,60.0,20.0,94.0,40.1,106.0
male,70,189.0,90.0,14.0,95.0,40.1,91.0
female,48,176.0,74.0,1.0,81.0,37.8,4.0
male,50,185.0,93.0,26.0,100.0,40.5,165.0
male,35,182.0,83.0,11.0,91.0,40.0,44.0
female,78,168.0,72.0,13.0,88.0,39.9,64.0
male,54,180.0,80.0,21.0,105.0,40.5,147.0
male,73,197.0,100.0,10.0,88.0,39.9,58.0
female,26,135.0,43.0,17.0,102.0,40.4,100.0
male,41,186.0,88.0,7.0,86.0,39.5,26.0
female,46,175.0,74.0,1.0,77.0,37.9,3.0
female,30,181.0,77.0,29.0,113.0,40.8,194.0
female,22,167.0,60.0,20.0,98.0,40.4,103.0
female,22,168.0,63.0,29.0,110.0,41.2,186.0
male,27,171.0,73.0,16.0,100.0,40.3,77.0
male,52,186.0,84.0,24.0,105.0,40.6,168.0
male,24,180.0,80.0,13.0,100.0,39.8,62.0
female,26,163.0,63.0,10.0,89.0,39.3,42.0
male,55,182.0,81.0,4.0,93.0,38.8,21.0
male,27,175.0,75.0,5.0,76.0,39.4,6.0
male,79,176.0,81.0,6.0,101.0,39.1,46.0
male,48,180.0,83.0,16.0,94.0,40.0,82.0
female,28,152.0,54.0,21.0,104.0,40.7,126.0
female,27,171.0,64.0,8.0,89.0,39.6,34.0
male,36,171.0,76.0,29.0,107.0,41.1,184.0
female,25,173.0,62.0,16.0,91.0,40.2,71.0
female,55,154.0,53.0,22.0,98.0,41.0,129.0
male,48,199.0,101.0,11.0,95.0,40.0,62.0
female,61,152.0,50.0,15.0,80.0,40.2,61.0
male,23,182.0,78.0,7.0,95.0,39.8,28.0
female,54,163.0,60.0,28.0,114.0,41.0,208.0
male,70,192.0,92.0,3.0,76.0,38.8,11.0
female,26,155.0,52.0,21.0,94.0,40.5,103.0
male,25,191.0,94.0,5.0,90.0,39.5,18.0
female,36,165.0,57.0,13.0,89.0,40.2,58.0
male,40,179.0,79.0,10.0,91.0,39.8,42.0
male,76,172.0,78.0,15.0,104.0,40.0,118.0
female,72,175.0,74.0,27.0,101.0,41.3,167.0
male,41,186.0,89.0,27.0,108.0,41.0,189.0
male,68,186.0,88.0,4.0,87.0,39.1,21.0
male,56,182.0,88.0,8.0,96.0,39.3,47.0
female,71,155.0,60.0,16.0,91.0,40.3,85.0
female,20,173.0,72.0,8.0,79.0,39.5,23.0
male,23,183.0,80.0,17.0,97.0,40.1,73.0
male,42,195.0,96.0,11.0,84.0,40.1,40.0
male,75,180.0,84.0,26.0,109.0,40.9,226.0
male,50,169.0,75.0,20.0,106.0,40.7,137.0
male,72,167.0,76.0,28.0,102.0,40.4,205.0
female,51,159.0,62.0,11.0,82.0,39.8,43.0
female,77,149.0,58.0,14.0,87.0,40.2,70.0
female,78,161.0,62.0,19.0,94.0,40.2,108.0
female,26,165.0,61.0,19.0,101.0,40.6,105.0
female,48,151.0,56.0,8.0,88.0,39.2,37.0
female,30,159.0,53.0,16.0,101.0,40.5,92.0
female,56,166.0,62.0,23.0,109.0,40.5,159.0
female,65,162.0,61.0,11.0,101.0,40.0,69.0
female,44,171.0,71.0,30.0,108.0,41.0,194.0
female,56,165.0,66.0,2.0,80.0,38.2,8.0
male,26,193.0,94.0,11.0,90.0,40.1,41.0
male,24,171.0,75.0,17.0,101.0,40.2,82.0
female,66,169.0,71.0,17.0,101.0,40.4,104.0
female,45,178.0,72.0,18.0,100.0,40.3,101.0
male,32,197.0,97.0,27.0,111.0,40.9,195.0
female,21,151.0,55.0,30.0,106.0,40.8,182.0
female,39,159.0,62.0,25.0,111.0,40.8,171.0
male,40,191.0,94.0,9.0,83.0,39.7,30.0
male,41,199.0,102.0,20.0,93.0,40.3,101.0
male,20,184.0,77.0,8.0,96.0,39.8,31.0
female,62,179.0,80.0,6.0,88.0,38.9,27.0
male,36,190.0,83.0,24.0,101.0,40.9,134.0
male,28,179.0,77.0,20.0,103.0,40.5,108.0
male,28,192.0,88.0,4.0,80.0,38.8,9.0
male,41,189.0,91.0,14.0,95.0,40.0,71.0
female,35,170.0,66.0,8.0,99.0,39.8,43.0
male,50,197.0,103.0,3.0,85.0,38.6,13.0
female,21,172.0,68.0,21.0,97.0,40.6,104.0
male,71,178.0,85.0,8.0,87.0,39.8,42.0
male,31,174.0,74.0,25.0,100.0,40.6,125.0
female,27,182.0,79.0,10.0,85.0,39.8,36.0
female,38,167.0,68.0,17.0,97.0,40.2,89.0
female,66,179.0,75.0,30.0,113.0,41.1,220.0
female,71,154.0,58.0,18.0,98.0,40.5,109.0
male,24,171.0,76.0,16.0,95.0,40.2,63.0
male,32,196.0,96.0,27.0,105.0,40.7,170.0
female,42,164.0,64.0,6.0,83.0,39.1,23.0
male,76,179.0,86.0,28.0,112.0,40.8,259.0
female,25,166.0,63.0,17.0,97.0,40.2,86.0
female,28,152.0,53.0,13.0,98.0,40.1,70.0
male,30,186.0,83.0,6.0,74.0,39.5,7.0
female,26,169.0,64.0,4.0,84.0,38.8,15.0
male,26,162.0,66.0,16.0,88.0,40.1,44.0
female,27,186.0,82.0,29.0,109.0,40.7,178.0
male,21,188.0,89.0,4.0,80.0,38.6,7.0
male,63,177.0,82.0,11.0,90.0,40.1,57.0
female,21,184.0,69.0,14.0,98.0,40.3,70.0
female,42,174.0,67.0,10.0,94.0,39.6,50.0
female,65,152.0,52.0,25.0,107.0,40.4,175.0
male,76,167.0,65.0,20.0,95.0,40.5,124.0
male,33,189.0,94.0,11.0,83.0,39.8,33.0
female,40,159.0,61.0,10.0,89.0,40.2,45.0
male,51,174.0,74.0,26.0,109.0,40.6,190.0
male,23,189.0,85.0,26.0,105.0,40.8,146.0
female,28,178.0,77.0,22.0,103.0,40.6,123.0
male,20,180.0,84.0,27.0,107.0,40.3,155.0
female,63,166.0,63.0,9.0,99.0,39.9,54.0
male,26,190.0,95.0,29.0,109.0,40.7,191.0
female,32,158.0,57.0,23.0,101.0,40.6,131.0
male,58,190.0,94.0,24.0,98.0,40.5,154.0
female,21,156.0,53.0,26.0,104.0,40.8,153.0
female,23,172.0,64.0,28.0,117.0,40.8,200.0
female,26,168.0,70.0,28.0,101.0,41.3,152.0
male,35,172.0,72.0,25.0,100.0,40.5,129.0
male,61,184.0,91.0,26.0,105.0,40.7,197.0
female,21,178.0,69.0,28.0,111.0,40.9,180.0
male,23,190.0,87.0,9.0,76.0,39.8,12.0
female,25,164.0,63.0,6.0,81.0,39.0,20.0
male,32,181.0,84.0,22.0,100.0,40.7,116.0
female,23,161.0,60.0,18.0,97.0,40.6,91.0
male,54,202.0,99.0,16.0,99.0,40.5,104.0
male,21,171.0,70.0,17.0,96.0,40.4,65.0
male,21,197.0,94.0,3.0,80.0,38.8,6.0
male,36,188.0,86.0,14.0,96.0,40.4,69.0
female,23,162.0,57.0,21.0,104.0,40.3,123.0
female,70,160.0,64.0,15.0,99.0,40.0,91.0
male,24,179.0,74.0,16.0,102.0,40.3,79.0
female,66,161.0,63.0,8.0,96.0,40.1,45.0
female,46,157.0,59.0,8.0,90.0,39.3,38.0
female,68,169.0,70.0,28.0,101.0,41.3,173.0
female,72,189.0,85.0,20.0,95.0,40.7,108.0
male,22,183.0,83.0,19.0,109.0,40.3,116.0
male,33,201.0,105.0,27.0,103.0,40.9,168.0
male,29,167.0,69.0,24.0,110.0,41.0,151.0
male,25,204.0,105.0,10.0,83.0,39.4,28.0
male,59,142.0,54.0,15.0,99.0,40.2,87.0
female,55,165.0,63.0,11.0,89.0,40.0,52.0
male,35,189.0,91.0,22.0,104.0,40.5,136.0
female,26,147.0,50.0,10.0,92.0,40.3,47.0
female,55,163.0,67.0,30.0,110.0,40.9,208.0
female,75,161.0,67.0,29.0,105.0,41.1,196.0
female,41,184.0,80.0,25.0,107.0,40.6,155.0
male,27,189.0,96.0,20.0,108.0,40.6,130.0
female,55,175.0,69.0,30.0,117.0,41.2,230.0
male,73,190.0,93.0,7.0,98.0,39.5,50.0
male,68,198.0,98.0,28.0,106.0,40.8,230.0
female,59,182.0,84.0,16.0,94.0,40.0,81.0
male,32,190.0,91.0,24.0,117.0,40.4,192.0
male,47,185.0,83.0,18.0,103.0,40.6,116.0
male,41,184.0,86.0,21.0,103.0,40.8,130.0
female,25,169.0,66.0,11.0,92.0,39.8,49.0
male,29,196.0,103.0,7.0,83.0,39.7,21.0
female,35,168.0,63.0,24.0,108.0,41.0,154.0
female,26,169.0,66.0,4.0,82.0,38.6,14.0
female,31,168.0,62.0,4.0,76.0,38.9,12.0
male,53,180.0,85.0,13.0,94.0,40.0,70.0
male,27,196.0,93.0,18.0,99.0,40.3,91.0
male,29,179.0,83.0,20.0,98.0,40.5,96.0
female,42,163.0,66.0,8.0,87.0,39.5,34.0
male,56,185.0,89.0,21.0,95.0,40.7,121.0
male,30,174.0,76.0,8.0,81.0,39.9,17.0
male,42,196.0,95.0,18.0,94.0,40.4,91.0
female,53,164.0,66.0,3.0,80.0,38.8,11.0
male,23,174.0,77.0,13.0,106.0,40.2,73.0
female,58,153.0,59.0,5.0,83.0,39.4,21.0
male,37,187.0,85.0,26.0,103.0,40.5,156.0
male,39,188.0,89.0,27.0,108.0,40.7,187.0
male,75,168.0,73.0,16.0,95.0,40.1,102.0
male,26,176.0,84.0,15.0,92.0,40.2,57.0
male,67,184.0,86.0,2.0,81.0,38.2,8.0
female,71,159.0,64.0,11.0,85.0,39.7,50.0
female,72,163.0,63.0,4.0,83.0,39.1,18.0
female,43,159.0,62.0,17.0,95.0,40.7,88.0
female,26,168.0,67.0,29.0,93.0,41.2,134.0
male,47,192.0,93.0,25.0,94.0,40.9,132.0
male,28,197.0,98.0,28.0,108.0,40.3,184.0
female,43,152.0,54.0,19.0,95.0,40.5,101.0
male,28,177.0,87.0,11.0,91.0,39.8,42.0
female,67,176.0,68.0,20.0,92.0,40.2,104.0
female,30,148.0,47.0,29.0,105.0,40.5,181.0
male,35,189.0,86.0,28.0,110.0,40.4,195.0
female,23,172.0,65.0,26.0,107.0,40.7,158.0
female,33,158.0,59.0,20.0,96.0,40.5,103.0
male,62,175.0,79.0,12.0,96.0,39.9,72.0
male,62,183.0,87.0,11.0,93.0,40.1,63.0
female,44,160.0,67.0,17.0,90.0,40.2,78.0
female,28,154.0,59.0,14.0,92.0,40.5,65.0
female,29,168.0,68.0,18.0,95.0,40.2,87.0
male,33,191.0,92.0,26.0,103.0,40.8,154.0
male,50,180.0,78.0,10.0,92.0,39.8,48.0
female,64,152.0,54.0,10.0,88.0,39.7,49.0
female,31,180.0,73.0,19.0,93.0,40.6,88.0
female,58,139.0,43.0,26.0,113.0,40.6,199.0
female,21,165.0,63.0,6.0,81.0,39.2,20.0
female,27,154.0,56.0,10.0,84.0,39.5,38.0
female,41,174.0,71.0,23.0,111.0,40.6,155.0
male,45,178.0,74.0,28.0,105.0,40.9,180.0
female,61,156.0,55.0,8.0,91.0,39.7,41.0
male,34,183.0,84.0,16.0,90.0,40.0,62.0
female,31,175.0,65.0,15.0,95.0,39.8,74.0
male,26,193.0,94.0,12.0,96.0,40.1,55.0
male,37,192.0,89.0,17.0,105.0,40.3,108.0
male,48,183.0,81.0,14.0,99.0,40.2,82.0
female,23,179.0,71.0,18.0,102.0,40.6,98.0
female,33,181.0,75.0,5.0,81.0,39.4,17.0
female,39,157.0,63.0,2.0,77.0,38.4,6.0
male,79,181.0,90.0,27.0,114.0,40.7,264.0
female,26,148.0,45.0,6.0,91.0,38.9,28.0
female,20,160.0,56.0,6.0,90.0,39.2,26.0
female,42,156.0,60.0,22.0,102.0,40.4,131.0
female,27,153.0,55.0,15.0,93.0,39.9,72.0
female,27,159.0,63.0,13.0,93.0,40.1,61.0
male,38,171.0,75.0,26.0,101.0,40.6,143.0
female,52,172.0,70.0,25.0,111.0,40.8,174.0
male,42,195.0,96.0,7.0,90.0,39.3,32.0
male,31,166.0,70.0,3.0,89.0,38.8,10.0
female,43,151.0,50.0,2.0,72.0,37.9,6.0
female,29,176.0,72.0,13.0,95.0,40.2,62.0
female,73,159.0,57.0,7.0,87.0,39.0,35.0
male,20,194.0,91.0,21.0,97.0,40.8,92.0
male,43,181.0,79.0,24.0,102.0,41.1,144.0
female,58,171.0,67.0,6.0,82.0,39.4,24.0
female,41,161.0,60.0,24.0,105.0,40.7,150.0
female,26,154.0,56.0,19.0,97.0,40.6,98.0
female,45,176.0,72.0,13.0,106.0,40.1,81.0
male,68,185.0,90.0,12.0,87.0,40.3,62.0
male,30,183.0,86.0,9.0,87.0,39.7,29.0
male,73,182.0,82.0,27.0,107.0,41.3,223.0
male,79,167.0,75.0,8.0,89.0,39.6,45.0
female,43,172.0,69.0,3.0,84.0,38.8,12.0
male,31,189.0,94.0,16.0,90.0,40.4,63.0
female,73,160.0,57.0,6.0,90.0,39.3,32.0
male,32,175.0,74.0,4.0,81.0,38.9,9.0
male,65,181.0,79.0,6.0,85.0,39.1,27.0
female,28,165.0,65.0,18.0,99.0,40.3,96.0
male,65,193.0,91.0,8.0,87.0,40.0,40.0
female,32,163.0,57.0,16.0,91.0,40.1,74.0
female,77,175.0,75.0,11.0,95.0,39.9,62.0
male,62,189.0,98.0,3.0,89.0,38.3,16.0
female,35,179.0,74.0,26.0,116.0,40.7,185.0
male,28,183.0,86.0,13.0,92.0,40.2,51.0
male,40,169.0,74.0,4.0,87.0,38.9,14.0
male,36,183.0,85.0,20.0,105.0,40.7,125.0
female,35,161.0,65.0,14.0,91.0,40.2,64.0
female,72,169.0,64.0,27.0,113.0,40.8,205.0
female,34,167.0,68.0,30.0,105.0,40.7,180.0
male,64,195.0,102.0,27.0,107.0,40.6,223.0
male,29,176.0,78.0,14.0,103.0,40.5,76.0
female,45,160.0,64.0,21.0,102.0,40.7,125.0
female,43,161.0,63.0,11.0,90.0,40.0,51.0
female,55,170.0,62.0,23.0,102.0,40.5,141.0
male,28,178.0,82.0,30.0,111.0,41.0,201.0
male,44,191.0,92.0,15.0,92.0,40.1,72.0
male,67,193.0,93.0,7.0,71.0,39.4,19.0
female,43,156.0,54.0,24.0,108.0,40.9,160.0
female,47,176.0,79.0,7.0,86.0,39.5,28.0
female,31,161.0,65.0,9.0,93.0,39.8,42.0
female,68,164.0,65.0,11.0,97.0,39.7,64.0
female,34,168.0,67.0,20.0,95.0,40.2,99.0
female,27,164.0,64.0,2.0,89.0,38.2,8.0
male,27,176.0,78.0,9.0,86.0,39.6,25.0
male,42,188.0,92.0,22.0,99.0,40.6,127.0
female,74,148.0,46.0,29.0,108.0,40.9,213.0
female,25,182.0,80.0,26.0,110.0,40.8,162.0
female,34,175.0,75.0,18.0,95.0,40.0,87.0
female,34,161.0,67.0,27.0,109.0,41.3,174.0
male,29,193.0,93.0,15.0,92.0,40.1,62.0
female,35,161.0,62.0,10.0,101.0,39.9,57.0
female,33,177.0,74.0,30.0,107.0,41.2,184.0
female,38,157.0,59.0,11.0,85.0,40.0,45.0
male,46,176.0,76.0,10.0,83.0,39.9,32.0
male,73,201.0,109.0,10.0,87.0,40.0,58.0
female,32,174.0,74.0,25.0,105.0,40.8,147.0
male,28,192.0,96.0,11.0,84.0,39.9,32.0
male,20,186.0,86.0,16.0,90.0,40.3,52.0
female,68,154.0,57.0,22.0,92.0,40.9,118.0
female,68,160.0,63.0,21.0,98.0,40.4,125.0
male,33,189.0,91.0,25.0,99.0,40.8,133.0
female,60,156.0,59.0,23.0,106.0,40.7,154.0
male,38,195.0,97.0,10.0,89.0,39.8,42.0
male,61,176.0,83.0,28.0,106.0,40.6,211.0
female,47,165.0,67.0,6.0,80.0,39.1,22.0
male,58,165.0,66.0,22.0,98.0,40.9,128.0
male,35,201.0,104.0,22.0,107.0,40.6,152.0
female,31,168.0,68.0,27.0,103.0,40.8,155.0
male,23,193.0,95.0,5.0,85.0,38.8,14.0
female,78,159.0,64.0,20.0,102.0,40.3,131.0
male,79,177.0,77.0,7.0,92.0,39.3,43.0
male,62,174.0,75.0,27.0,106.0,40.9,200.0
female,21,197.0,91.0,11.0,88.0,39.8,40.0
male,74,176.0,79.0,9.0,101.0,39.4,66.0
male,25,187.0,86.0,26.0,95.0,40.5,110.0
male,77,187.0,89.0,15.0,89.0,40.0,88.0
female,32,176.0,72.0,11.0,90.0,39.8,48.0
male,44,181.0,79.0,17.0,94.0,40.3,82.0
male,78,175.0,79.0,15.0,105.0,40.1,122.0
male,30,158.0,62.0,21.0,106.0,40.4,118.0
male,45,187.0,87.0,4.0,83.0,38.9,14.0
female,20,170.0,69.0,25.0,106.0,40.6,147.0
female,35,154.0,54.0,15.0,97.0,40.2,81.0
female,31,169.0,66.0,26.0,112.0,40.4,175.0
female,48,154.0,55.0,19.0,91.0,40.3,94.0
female,38,173.0,68.0,2.0,91.0,38.0,9.0
female,74,151.0,54.0,13.0,97.0,39.9,79.0
female,47,171.0,69.0,19.0,100.0,40.4,108.0
female,70,171.0,71.0,12.0,91.0,39.9,61.0
male,39,181.0,82.0,5.0,80.0,39.2,13.0
female,21,171.0,65.0,2.0,88.0,38.3,8.0
male,78,190.0,100.0,2.0,91.0,38.6,13.0
female,49,145.0,49.0,19.0,91.0,40.6,96.0
male,56,190.0,95.0,26.0,108.0,40.9,205.0
female,40,157.0,57.0,23.0,104.0,40.7,142.0
female,55,155.0,53.0,12.0,95.0,39.7,66.0
male,26,191.0,88.0,25.0,103.0,40.6,138.0
female,37,163.0,57.0,18.0,97.0,40.3,97.0
female,22,149.0,48.0,27.0,111.0,40.9,181.0
female,40,167.0,59.0,29.0,121.0,41.1,231.0
male,41,172.0,76.0,30.0,102.0,41.1,175.0
female,37,177.0,67.0,29.0,109.0,41.1,189.0
male,42,185.0,87.0,30.0,110.0,40.7,220.0
male,33,174.0,81.0,12.0,96.0,39.9,56.0
male,38,190.0,91.0,26.0,113.0,40.8,199.0
female,35,159.0,57.0,25.0,102.0,40.6,147.0
female,31,162.0,60.0,12.0,92.0,39.6,56.0
male,34,182.0,86.0,25.0,101.0,41.3,139.0
male,22,200.0,91.0,29.0,100.0,40.9,143.0
male,26,180.0,84.0,15.0,92.0,40.3,57.0
female,25,177.0,76.0,13.0,87.0,40.0,50.0
male,38,199.0,102.0,17.0,92.0,40.4,81.0
male,29,196.0,97.0,7.0,85.0,39.3,22.0
male,58,177.0,86.0,16.0,101.0,40.5,107.0
male,50,187.0,90.0,16.0,99.0,40.1,98.0
male,39,197.0,101.0,16.0,106.0,40.3,110.0
male,52,211.0,111.0,4.0,90.0,39.1,21.0
male,25,188.0,95.0,12.0,99.0,40.0,60.0
male,38,201.0,102.0,18.0,104.0,40.2,118.0
female,54,172.0,70.0,28.0,101.0,41.0,166.0
male,34,185.0,94.0,4.0,85.0,38.8,13.0
male,40,186.0,91.0,22.0,105.0,40.9,144.0
male,21,199.0,95.0,13.0,90.0,39.9,45.0
female,30,176.0,73.0,1.0,89.0,37.7,4.0
female,43,174.0,74.0,1.0,77.0,37.7,3.0
female,36,164.0,60.0,17.0,100.0,40.2,96.0
male,68,187.0,90.0,11.0,100.0,39.6,78.0
male,54,181.0,78.0,29.0,108.0,40.9,215.0
male,28,202.0,97.0,11.0,91.0,39.7,44.0
male,29,199.0,102.0,21.0,102.0,40.3,122.0
female,25,184.0,81.0,10.0,86.0,39.9,36.0
male,26,186.0,81.0,12.0,88.0,40.3,37.0
female,56,178.0,77.0,9.0,103.0,39.5,55.0
female,67,155.0,58.0,9.0,92.0,39.4,48.0
female,31,180.0,75.0,27.0,104.0,40.9,155.0
male,39,182.0,79.0,10.0,93.0,40.1,44.0
female,44,160.0,67.0,9.0,91.0,39.7,42.0
male,32,167.0,72.0,9.0,86.0,39.5,26.0
male,22,194.0,91.0,23.0,99.0,41.0,110.0
male,28,170.0,69.0,2.0,84.0,38.2,5.0
female,28,148.0,47.0,13.0,95.0,40.2,67.0
male,71,190.0,88.0,5.0,75.0,38.9,17.0
male,79,185.0,91.0,12.0,94.0,40.0,81.0
female,26,160.0,62.0,10.0,86.0,40.0,39.0
male,72,188.0,91.0,12.0,83.0,40.2,57.0
male,46,189.0,91.0,7.0,77.0,39.6,18.0
female,41,158.0,58.0,13.0,89.0,40.2,59.0
female,51,170.0,71.0,16.0,100.0,40.3,92.0
male,31,178.0,86.0,21.0,110.0,40.7,142.0
male,24,187.0,86.0,17.0,98.0,40.7,79.0
female,26,174.0,72.0,28.0,104.0,40.5,160.0
female,51,171.0,69.0,23.0,105.0,40.4,145.0
female,73,164.0,68.0,17.0,92.0,40.2,90.0
male,59,184.0,86.0,26.0,101.0,40.8,176.0
male,67,161.0,67.0,10.0,78.0,39.6,33.0
female,47,171.0,70.0,8.0,93.0,39.6,39.0
female,44,175.0,72.0,8.0,94.0,39.8,40.0
male,38,185.0,88.0,5.0,86.0,38.8,18.0
female,27,164.0,59.0,4.0,86.0,39.1,16.0
male,57,175.0,78.0,4.0,77.0,38.8,11.0
female,32,172.0,66.0,7.0,79.0,39.4,23.0
male,52,186.0,90.0,5.0,80.0,38.7,17.0
female,39,160.0,58.0,24.0,105.0,40.5,150.0
male,56,205.0,108.0,28.0,106.0,40.6,220.0
female,40,173.0,71.0,26.0,107.0,40.8,164.0
female,45,176.0,76.0,23.0,96.0,40.4,118.0
male,49,183.0,86.0,18.0,97.0,40.1,102.0
female,50,159.0,60.0,7.0,91.0,39.4,34.0
female,69,167.0,68.0,5.0,85.0,39.2,22.0
male,53,185.0,91.0,27.0,98.0,40.8,165.0
female,52,156.0,58.0,4.0,89.0,39.1,19.0
female,29,147.0,50.0,17.0,96.0,40.2,89.0
female,55,167.0,65.0,15.0,96.0,40.1,82.0
male,69,181.0,86.0,15.0,92.0,40.1,88.0
male,43,186.0,84.0,15.0,80.0,40.1,42.0
male,47,191.0,89.0,9.0,88.0,39.8,39.0
male,36,174.0,72.0,9.0,87.0,39.8,29.0
female,30,164.0,61.0,5.0,79.0,38.8,16.0
male,23,180.0,82.0,17.0,98.0,40.2,76.0
male,35,194.0,100.0,18.0,100.0,40.3,104.0
male,23,181.0,81.0,10.0,89.0,39.6,31.0
female,64,172.0,70.0,24.0,104.0,40.5,154.0
male,21,177.0,81.0,20.0,97.0,40.8,84.0
female,63,161.0,58.0,12.0,98.0,40.0,71.0
female,27,162.0,56.0,24.0,104.0,40.4,143.0
female,22,172.0,70.0,23.0,95.0,40.6,108.0
male,59,177.0,87.0,26.0,114.0,40.8,227.0
male,20,199.0,92.0,7.0,92.0,39.9,26.0
male,33,188.0,84.0,18.0,103.0,40.7,104.0
female,69,179.0,82.0,23.0,109.0,40.5,158.0
male,23,176.0,79.0,13.0,98.0,40.2,58.0
female,48,146.0,52.0,14.0,92.0,39.9,71.0
female,56,172.0,71.0,7.0,83.0,38.8,28.0
male,33,190.0,88.0,15.0,92.0,40.2,63.0
female,32,164.0,59.0,7.0,90.0,39.9,31.0
male,69,189.0,93.0,10.0,92.0,39.9,60.0
male,44,191.0,85.0,17.0,97.0,40.5,92.0
male,55,199.0,101.0,16.0,96.0,40.3,98.0
female,39,161.0,61.0,1.0,82.0,37.7,4.0
female,45,171.0,72.0,3.0,85.0,38.4,12.0
female,79,154.0,56.0,5.0,89.0,39.3,26.0
male,24,193.0,91.0,5.0,90.0,39.3,18.0
male,31,164.0,66.0,27.0,118.0,40.8,204.0
female,55,176.0,76.0,19.0,102.0,40.4,113.0
female,60,155.0,54.0,16.0,99.0,40.5,96.0
female,51,183.0,83.0,23.0,90.0,40.4,104.0
male,26,174.0,79.0,1.0,74.0,37.7,1.0
female,53,162.0,58.0,30.0,111.0,40.8,214.0
male,36,173.0,78.0,30.0,114.0,40.6,223.0
female,48,163.0,68.0,23.0,96.0,40.9,122.0
male,76,203.0,103.0,8.0,86.0,39.5,46.0
male,43,187.0,92.0,23.0,102.0,40.7,144.0
female,21,163.0,53.0,6.0,89.0,39.5,26.0
male,26,191.0,87.0,15.0,96.0,40.2,67.0
female,66,171.0,76.0,11.0,93.0,39.7,57.0
female,59,176.0,73.0,6.0,82.0,39.2,24.0
male,20,169.0,69.0,2.0,83.0,38.4,4.0
female,39,156.0,53.0,17.0,103.0,40.2,104.0
female,28,148.0,48.0,6.0,91.0,39.4,28.0
male,37,185.0,90.0,11.0,80.0,40.0,29.0
female,24,172.0,63.0,2.0,77.0,38.5,6.0
male,43,187.0,85.0,28.0,109.0,40.8,201.0
male,49,188.0,93.0,25.0,105.0,40.7,176.0
male,41,177.0,79.0,7.0,82.0,39.3,20.0
female,38,161.0,53.0,2.0,79.0,38.4,7.0
male,25,182.0,78.0,24.0,102.0,40.8,122.0
female,34,169.0,62.0,4.0,78.0,38.9,13.0
female,71,180.0,76.0,13.0,89.0,40.3,63.0
female,47,163.0,58.0,11.0,85.0,39.9,47.0
female,25,163.0,61.0,2.0,75.0,38.2,5.0
male,46,189.0,98.0,14.0,100.0,40.3,87.0
female,27,169.0,67.0,19.0,109.0,40.3,120.0
male,25,200.0,94.0,28.0,102.0,40.4,153.0
female,69,162.0,65.0,7.0,91.0,39.4,36.0
female,71,155.0,57.0,21.0,103.0,40.5,139.0
male,21,195.0,89.0,6.0,87.0,39.2,17.0
male,26,193.0,89.0,29.0,111.0,40.9,196.0
female,78,170.0,67.0,25.0,108.0,40.5,178.0
male,53,189.0,91.0,20.0,103.0,40.5,138.0
male,22,189.0,92.0,27.0,113.0,40.7,187.0
female,20,163.0,61.0,2.0,86.0,38.4,8.0
male,50,177.0,83.0,11.0,96.0,39.8,61.0
female,51,180.0,80.0,24.0,108.0,40.6,155.0
female,35,163.0,61.0,27.0,113.0,40.7,189.0
female,20,167.0,66.0,14.0,91.0,39.9,60.0
male,73,170.0,77.0,8.0,85.0,39.6,39.0
